ring_id,abuse_pattern_type,n_accounts,generation_seed,ring_base_timestamp,shared_devices,ring_merchant,ring_merchants,shared_ip,base_amount,ring_start_timestamp,linking_ip,linking_instrument,ring_customer_ids
RING_C_0031,pattern_c_rotating_account,12,729467,,,MER_00000546,,,,2024-04-24T11:16:48,IP_00008716,INS_00004687,"['CUS_RING_C_0031_000', 'CUS_RING_C_0031_001', 'CUS_RING_C_0031_002', 'CUS_RING_C_0031_003', 'CUS_RING_C_0031_004', 'CUS_RING_C_0031_005', 'CUS_RING_C_0031_006', 'CUS_RING_C_0031_007', 'CUS_RING_C_0031_008', 'CUS_RING_C_0031_009', 'CUS_RING_C_0031_010', 'CUS_RING_C_0031_011']"
RING_C_0032,pattern_c_rotating_account,12,822358,,,MER_00000000,,,,2024-05-02T18:40:34,IP_00008360,INS_00014402,"['CUS_RING_C_0032_000', 'CUS_RING_C_0032_001', 'CUS_RING_C_0032_002', 'CUS_RING_C_0032_003', 'CUS_RING_C_0032_004', 'CUS_RING_C_0032_005', 'CUS_RING_C_0032_006', 'CUS_RING_C_0032_007', 'CUS_RING_C_0032_008', 'CUS_RING_C_0032_009', 'CUS_RING_C_0032_010', 'CUS_RING_C_0032_011']"
RING_C_0033,pattern_c_rotating_account,11,721722,,,MER_00000304,,,,2024-02-18T03:09:01,IP_00008659,INS_00006283,"['CUS_RING_C_0033_000', 'CUS_RING_C_0033_001', 'CUS_RING_C_0033_002', 'CUS_RING_C_0033_003', 'CUS_RING_C_0033_004', 'CUS_RING_C_0033_005', 'CUS_RING_C_0033_006', 'CUS_RING_C_0033_007', 'CUS_RING_C_0033_008', 'CUS_RING_C_0033_009', 'CUS_RING_C_0033_010']"
RING_C_0034,pattern_c_rotating_account,9,138347,,,MER_00000161,,,,2024-06-02T03:56:09,IP_00006957,INS_00001716,"['CUS_RING_C_0034_000', 'CUS_RING_C_0034_001', 'CUS_RING_C_0034_002', 'CUS_RING_C_0034_003', 'CUS_RING_C_0034_004', 'CUS_RING_C_0034_005', 'CUS_RING_C_0034_006', 'CUS_RING_C_0034_007', 'CUS_RING_C_0034_008']"
RING_C_0035,pattern_c_rotating_account,9,107673,,,MER_00000258,,,,2023-12-26T15:42:09,IP_00002385,INS_00002322,"['CUS_RING_C_0035_000', 'CUS_RING_C_0035_001', 'CUS_RING_C_0035_002', 'CUS_RING_C_0035_003', 'CUS_RING_C_0035_004', 'CUS_RING_C_0035_005', 'CUS_RING_C_0035_006', 'CUS_RING_C_0035_007', 'CUS_RING_C_0035_008']"
RING_C_0036,pattern_c_rotating_account,10,110642,,,MER_00000901,,,,2024-08-31T15:23:20,IP_00000694,INS_00008005,"['CUS_RING_C_0036_000', 'CUS_RING_C_0036_001', 'CUS_RING_C_0036_002', 'CUS_RING_C_0036_003', 'CUS_RING_C_0036_004', 'CUS_RING_C_0036_005', 'CUS_RING_C_0036_006', 'CUS_RING_C_0036_007', 'CUS_RING_C_0036_008']"
RING_C_0037,pattern_c_rotating_account,12,792986,,,MER_00001018,,,,2023-12-11T21:09:19,IP_00008668,INS_00017089,"['CUS_RING_C_0037_000', 'CUS_RING_C_0037_001', 'CUS_RING_C_0037_002', 'CUS_RING_C_0037_003', 'CUS_RING_C_0037_004', 'CUS_RING_C_0037_005', 'CUS_RING_C_0037_006', 'CUS_RING_C_0037_007', 'CUS_RING_C_0037_008', 'CUS_RING_C_0037_009', 'CUS_RING_C_0037_010', 'CUS_RING_C_0037_011']"
RING_C_0038,pattern_c_rotating_account,8,611580,,,MER_00000238,,,,2024-05-16T01:32:50,IP_00004129,INS_00004305,"['CUS_RING_C_0038_000', 'CUS_RING_C_0038_001', 'CUS_RING_C_0038_002', 'CUS_RING_C_0038_003', 'CUS_RING_C_0038_004', 'CUS_RING_C_0038_005', 'CUS_RING_C_0038_006', 'CUS_RING_C_0038_007']"
RING_C_0039,pattern_c_rotating_account,11,615273,,,MER_00000964,,,,2024-02-12T07:55:59,IP_00007736,INS_00010251,"['CUS_RING_C_0039_000', 'CUS_RING_C_0039_001', 'CUS_RING_C_0039_002', 'CUS_RING_C_0039_003', 'CUS_RING_C_0039_004', 'CUS_RING_C_0039_005', 'CUS_RING_C_0039_006', 'CUS_RING_C_0039_007', 'CUS_RING_C_0039_008', 'CUS_RING_C_0039_009', 'CUS_RING_C_0039_010']"
RING_C_0040,pattern_c_rotating_account,6,554739,,,MER_00000871,,,,2024-01-12T18:43:38,IP_00004328,INS_00016241,"['CUS_RING_C_0040_000', 'CUS_RING_C_0040_001', 'CUS_RING_C_0040_002', 'CUS_RING_C_0040_003', 'CUS_RING_C_0040_004', 'CUS_RING_C_0040_005']"
RING_C_0041,pattern_c_rotating_account,11,621620,,,MER_00000414,,,,2023-05-01T11:19:29,IP_00007885,INS_00001950,"['CUS_RING_C_0041_000', 'CUS_RING_C_0041_001', 'CUS_RING_C_0041_002', 'CUS_RING_C_0041_003', 'CUS_RING_C_0041_004', 'CUS_RING_C_0041_005', 'CUS_RING_C_0041_006', 'CUS_RING_C_0041_007', 'CUS_RING_C_0041_008', 'CUS_RING_C_0041_009', 'CUS_RING_C_0041_010']"
RING_C_0042,pattern_c_rotating_account,10,266462,,,MER_00000995,,,,2024-07-09T22:08:42,IP_00002091,INS_00016852,"['CUS_RING_C_0042_000', 'CUS_RING_C_0042_001', 'CUS_RING_C_0042_002', 'CUS_RING_C_0042_003', 'CUS_RING_C_0042_004', 'CUS_RING_C_0042_005', 'CUS_RING_C_0042_006', 'CUS_RING_C_0042_007', 'CUS_RING_C_0042_008', 'CUS_RING_C_0042_009']"
RING_C_0043,pattern_c_rotating_account,6,665256,,,MER_00000511,,,,2024-03-10T17:52:15,IP_00004744,INS_00012458,"['CUS_RING_C_0043_000', 'CUS_RING_C_0043_001', 'CUS_RING_C_0043_002', 'CUS_RING_C_0043_003', 'CUS_RING_C_0043_004', 'CUS_RING_C_0043_005']"
RING_C_0044,pattern_c_rotating_account,11,292422,,,MER_00000532,,,,2023-06-02T20:52:58,IP_00005695,INS_00017155,"['CUS_RING_C_0044_000', 'CUS_RING_C_0044_001', 'CUS_RING_C_0044_002', 'CUS_RING_C_0044_003', 'CUS_RING_C_0044_004', 'CUS_RING_C_0044_005', 'CUS_RING_C_0044_006', 'CUS_RING_C_0044_007', 'CUS_RING_C_0044_008', 'CUS_RING_C_0044_009', 'CUS_RING_C_0044_010']"
RING_C_0045,pattern_c_rotating_account,7,525803,,,MER_00000102,,,,2023-10-05T08:03:53,IP_00000028,INS_00009451,"['CUS_RING_C_0045_000', 'CUS_RING_C_0045_001', 'CUS_RING_C_0045_002', 'CUS_RING_C_0045_003', 'CUS_RING_C_0045_004', 'CUS_RING_C_0045_005', 'CUS_RING_C_0045_006']"
RING_C_0046,pattern_c_rotating_account,12,84995,,,MER_00000927,,,,2023-05-06T23:46:40,IP_00002377,INS_00010842,"['CUS_RING_C_0046_000', 'CUS_RING_C_0046_001', 'CUS_RING_C_0046_002', 'CUS_RING_C_0046_003', 'CUS_RING_C_0046_004', 'CUS_RING_C_0046_005', 'CUS_RING_C_0046_006', 'CUS_RING_C_0046_007', 'CUS_RING_C_0046_008', 'CUS_RING_C_0046_009', 'CUS_RING_C_0046_010', 'CUS_RING_C_0046_011']"
RING_C_0047,pattern_c_rotating_account,7,467390,,,MER_00000860,,,,2023-09-03T19:56:51,IP_00008140,INS_00014706,"['CUS_RING_C_0047_000', 'CUS_RING_C_0047_001', 'CUS_RING_C_0047_002', 'CUS_RING_C_0047_003', 'CUS_RING_C_0047_004', 'CUS_RING_C_0047_005', 'CUS_RING_C_0047_006']"
RING_C_0048,pattern_c_rotating_account,12,374102,,,MER_00000579,,,,2024-08-17T01:49:01,IP_00003225,INS_00003627,"['CUS_RING_C_0048_000', 'CUS_RING_C_0048_001', 'CUS_RING_C_0048_002', 'CUS_RING_C_0048_003', 'CUS_RING_C_0048_004', 'CUS_RING_C_0048_005', 'CUS_RING_C_0048_006', 'CUS_RING_C_0048_007', 'CUS_RING_C_0048_008', 'CUS_RING_C_0048_009', 'CUS_RING_C_0048_010']"
RING_C_0049,pattern_c_rotating_account,7,489390,,,MER_00001005,,,,2024-07-04T18:20:55,IP_00008545,INS_00012817,"['CUS_RING_C_0049_000', 'CUS_RING_C_0049_001', 'CUS_RING_C_0049_002', 'CUS_RING_C_0049_003', 'CUS_RING_C_0049_004', 'CUS_RING_C_0049_005', 'CUS_RING_C_0049_006']"
